,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
9435,1,0,4.1,988,43,13,404,600.0,1540
9437,0,0,3.7,28,0,20,1196,500.0,5047
9440,1,1,2.9,90,3,20,1449,800.0,2567
9441,1,1,4.4,345,42,21,541,1000.0,398
9447,1,1,4.1,553,30,20,991,900.0,4024
9452,0,0,3.7,48,0,72,767,400.0,5047
9454,1,0,3.9,201,0,62,1451,300.0,2790
9455,1,0,3.7,127,18,72,849,300.0,2268
9456,1,1,4.1,600,43,20,998,1100.0,5047
9459,1,0,3.9,213,43,62,317,400.0,5047
9461,1,1,3.8,499,22,16,391,700.0,4744
9465,1,0,3.7,127,18,72,849,300.0,2268
9478,1,0,3.8,100,0,13,488,700.0,2516
9479,1,0,4.4,358,30,30,773,400.0,1757
9480,1,0,3.7,115,0,20,565,550.0,5047
9486,1,0,3.7,503,38,29,1423,500.0,5047
9490,1,0,3.7,173,22,72,257,400.0,5047
9491,1,0,3.6,72,43,62,1109,200.0,4530
9502,0,0,4.0,372,0,20,1002,500.0,5047
9503,0,0,4.1,358,0,62,605,500.0,5047
9505,1,0,3.9,450,22,20,1209,550.0,5047
9514,0,0,3.7,118,0,30,956,300.0,5047
9516,1,1,4.2,767,41,20,1272,1700.0,5047
9518,1,1,4.1,1697,42,20,1196,1200.0,5047
9519,0,0,3.6,117,0,29,1196,500.0,5047
9520,0,0,2.4,221,0,62,1156,550.0,5047
9523,1,0,3.9,186,45,62,563,400.0,5047
9524,1,0,3.7,103,43,62,1209,400.0,5047
9526,0,0,4.4,76,0,20,290,600.0,5047
9527,1,0,2.7,73,0,20,565,600.0,1491
9550,1,0,3.0,57,28,20,604,650.0,1407
9557,0,0,4.0,115,0,20,762,1000.0,5047
9560,0,0,3.5,42,0,62,1287,400.0,5047
9572,0,0,2.6,75,0,62,1438,400.0,5047
9575,0,0,3.1,53,0,20,1251,600.0,5047
9577,0,0,3.6,61,0,13,332,500.0,5047
9581,0,0,3.8,35,0,72,817,200.0,5047
9585,0,0,3.6,34,0,62,1002,650.0,5047
9593,1,0,4.1,505,43,13,381,600.0,5047
9595,1,0,4.0,684,42,62,617,250.0,5047
9596,1,0,3.6,71,0,62,1248,350.0,1183
9597,1,0,3.7,259,42,20,1139,750.0,1224
9602,1,0,4.0,68,44,30,767,400.0,5009
9603,1,1,4.1,1403,28,26,1296,1100.0,2161
9639,1,1,4.4,100,45,13,389,700.0,4849
9641,1,0,4.1,291,43,62,328,600.0,5047
9645,1,1,4.3,1800,42,22,660,900.0,5047
9646,1,1,4.1,845,28,21,1546,1100.0,4832
9659,0,0,3.1,44,0,29,1196,500.0,5047
9661,0,0,2.7,76,0,62,1196,500.0,5047
9667,0,0,3.8,43,0,62,1547,200.0,5047
9686,0,0,3.1,53,75,29,856,450.0,5047
9695,1,1,3.8,561,28,20,1156,800.0,5047
9696,1,0,3.9,162,28,29,1209,500.0,5047
9697,1,0,3.6,241,43,20,1522,800.0,5047
9701,1,0,2.9,62,30,65,548,650.0,3879
9705,1,0,3.9,95,38,62,1327,350.0,5047
9707,1,0,3.3,94,42,62,96,200.0,4066
9708,1,0,3.5,74,43,20,1028,600.0,654
9709,1,0,4.1,306,44,13,414,600.0,496
9718,1,0,3.7,46,0,20,1196,600.0,5047
9726,1,1,4.1,151,43,62,378,600.0,3442
9731,1,0,3.7,244,28,20,286,450.0,5047
9732,1,1,4.0,347,28,20,1295,1000.0,5047
9733,1,0,4.0,201,42,13,406,800.0,5047
9736,1,0,3.3,334,0,62,282,400.0,5047
9737,1,0,4.0,193,43,29,1657,500.0,5047
9739,1,0,2.6,170,3,20,978,600.0,5047
9740,1,1,3.9,202,22,13,492,500.0,1806
9743,1,0,4.1,209,41,62,749,400.0,5047
9746,1,0,3.8,278,22,62,235,200.0,5047
9748,1,0,4.0,101,3,20,1079,500.0,5047
9749,1,0,3.7,61,0,62,871,450.0,4242
9751,1,0,3.7,117,28,62,1156,150.0,5047
9752,1,0,3.0,61,0,13,332,650.0,818
9757,1,0,3.5,132,0,72,286,600.0,5047
9758,1,0,3.8,38,38,20,1156,400.0,5047
9759,1,0,4.0,76,38,62,1511,300.0,3076
9760,1,0,4.3,1899,42,30,767,400.0,5047
9761,1,0,3.7,95,38,62,1156,150.0,5047
9762,1,0,3.0,72,42,62,323,600.0,3229
9763,1,0,4.1,37,44,35,787,500.0,3283
9769,1,1,3.7,1014,43,4,663,1300.0,3266
9773,1,0,2.8,335,3,20,1196,500.0,5047
9774,1,0,3.8,75,30,62,1046,300.0,725
9777,1,0,4.1,90,30,62,1547,100.0,5047
9784,1,0,3.1,40,0,62,1156,400.0,5047
9787,1,0,2.6,54,0,29,251,600.0,1102
9788,0,1,4.5,3902,42,60,889,1000.0,5047
9789,0,0,3.8,63,0,13,332,500.0,5047
9790,1,0,4.0,176,43,29,834,300.0,5047
9797,1,0,3.1,68,30,62,1140,550.0,5047
9799,0,1,4.2,1192,28,26,979,1200.0,5047
9807,0,0,4.7,14654,42,16,338,900.0,5047
9809,1,0,3.8,109,43,72,1002,400.0,5047
9810,1,0,3.7,57,22,72,1156,400.0,5047
9814,0,0,4.5,3826,42,13,469,800.0,5047
9822,0,0,4.0,2729,42,13,400,1300.0,5047
9823,0,1,4.2,1214,28,20,1490,1200.0,5047
9829,1,0,3.4,185,3,20,1598,450.0,5047
9830,0,1,4.5,678,42,20,603,1400.0,5047
9831,0,0,4.3,2296,42,20,65,800.0,5047
9832,0,0,3.8,1159,42,20,50,650.0,5047
9833,0,1,4.3,2241,42,20,609,1100.0,5047
9834,0,0,4.3,988,42,62,617,350.0,5047
9835,0,1,4.4,320,42,20,1067,1200.0,5047
9836,0,0,4.3,449,42,30,958,400.0,5047
9837,0,1,4.1,466,28,20,1064,700.0,5047
9839,0,0,3.7,202,28,20,1314,900.0,5047
9840,0,0,3.9,124,3,13,446,500.0,5047
9841,0,0,4.0,193,28,20,1555,500.0,5047
9843,0,0,3.8,89,42,62,1337,300.0,5047
9856,0,0,2.3,175,28,20,1156,450.0,5047
9866,0,0,2.9,39,28,72,857,500.0,5047
9867,0,0,2.2,90,3,20,1196,750.0,5047
9879,1,0,3.8,178,38,20,1335,800.0,5047
9880,1,0,4.2,185,0,51,1209,300.0,5047
9886,1,0,4.0,138,44,20,1167,800.0,5047
9890,1,0,3.9,112,28,62,1649,200.0,4245
9892,1,0,3.8,34,22,63,186,350.0,3189
9900,1,0,3.9,145,41,29,1156,500.0,5047
9902,1,0,4.2,76,42,62,1517,450.0,5047
9914,1,1,4.4,2493,3,57,1343,900.0,5047
9919,1,0,4.6,230,30,13,359,400.0,5047
9922,1,0,4.3,169,41,30,773,450.0,5047
9923,1,0,3.8,213,43,20,1111,700.0,4448
9924,1,0,3.7,47,0,30,951,200.0,5047
9927,1,0,3.8,47,42,13,455,600.0,1081
9928,1,0,3.7,66,0,62,1563,300.0,5047
9932,1,0,3.7,47,43,20,1207,800.0,5047
9935,0,1,4.8,4390,42,4,643,1000.0,5047
9936,1,0,4.0,152,42,12,219,350.0,5047
9937,0,1,4.0,2151,42,46,627,1000.0,5047
9947,0,1,3.9,1388,42,46,718,1400.0,5047
9951,1,0,4.2,413,42,13,429,700.0,5047
9953,1,0,3.6,43,28,20,583,600.0,5047
9957,1,0,3.8,172,42,20,1423,400.0,4442
9964,0,0,4.1,1223,42,62,1112,400.0,5047
9965,0,0,4.1,435,42,20,1209,500.0,5047
9966,0,0,4.0,335,30,20,1173,550.0,5047
9968,0,1,4.4,464,41,13,403,800.0,5047
9969,1,0,4.1,956,28,20,1613,600.0,3967
9970,0,1,4.5,546,42,13,412,900.0,5047
9971,0,0,3.9,1155,41,20,517,650.0,5047
9972,0,1,4.1,770,41,21,50,800.0,5047
9973,0,0,4.1,674,42,20,1589,650.0,5047
9974,0,0,4.1,42,42,62,1636,150.0,5047
9976,1,0,3.9,337,22,62,1196,500.0,5047
9979,0,1,4.1,446,44,20,1156,650.0,5047
9980,0,0,4.3,235,44,9,223,350.0,5047
9982,0,0,4.0,161,30,62,873,200.0,5047
9983,0,0,3.8,83,30,62,1172,400.0,5047
9985,0,0,3.9,118,30,20,1185,800.0,5047
9987,0,0,4.0,181,42,51,1156,150.0,5047
9988,0,0,3.1,117,44,62,235,200.0,5047
9994,0,0,4.0,93,3,72,181,800.0,5047
9997,0,0,3.8,69,3,14,350,700.0,5047
10002,0,0,3.8,62,44,2,767,150.0,5047
10003,0,0,2.6,56,22,29,293,500.0,5047
10005,0,0,3.2,63,28,3,191,600.0,5047
10013,0,0,3.7,44,28,30,181,200.0,5047
10081,0,0,3.8,38,42,30,952,400.0,5047
10116,0,0,3.7,91,30,20,1196,900.0,5047
10127,1,0,4.1,323,44,13,342,700.0,5047
10139,1,0,3.3,67,3,20,1196,600.0,5047
10140,1,0,3.4,212,22,20,1258,800.0,5047
10145,1,0,4.0,87,0,9,210,150.0,2284
10147,1,0,3.9,194,28,20,1589,400.0,5047
10148,1,1,4.0,280,41,21,801,1500.0,5047
10173,1,0,3.8,187,28,13,339,500.0,2287
10182,1,0,3.9,48,22,62,821,400.0,5047
10192,1,1,4.0,127,22,20,1390,900.0,5047
10193,0,0,4.2 ,434,0,30,181,400.0,5047
10194,1,0,4.4 ,63,0,30,773,300.0,5047
10195,1,0,4.5 ,583,0,30,773,400.0,3010
10196,1,0,4.2 ,250,0,32,210,300.0,5047
10198,1,0,4.5 ,1238,0,29,929,500.0,3
10200,1,0,4.0 ,48,0,32,773,300.0,5047
10201,1,0,4.0 ,221,0,70,1122,200.0,1661
10203,1,0,3.4 ,280,0,68,1640,200.0,5047
10204,1,0,4.0 ,87,0,9,210,200.0,3218
10206,0,0,4.0 ,164,0,68,1640,150.0,5047
10207,1,0,4.0 ,71,0,30,773,300.0,2076
10209,0,0,4.1 ,342,0,0,181,500.0,5047
10210,1,0,4.0 ,138,0,30,949,250.0,5047
10212,1,0,3.6 ,223,0,70,1119,400.0,3940
10214,1,0,3.8 ,102,0,20,1208,800.0,5047
10215,1,0,3.3 ,77,0,0,175,400.0,1935
10216,1,0,4.0 ,30,0,0,181,500.0,2546
10219,1,0,4.0 ,207,0,14,350,500.0,1372
10222,0,0,3.9 ,41,0,3,195,200.0,5047
10225,0,0,3.6 ,83,0,0,175,200.0,5047
10230,0,0,3.7 ,48,0,72,767,400.0,5047
10233,1,0,3.7 ,47,0,30,949,100.0,5047
10248,0,0,3.7 ,106,0,30,767,600.0,5047
10262,1,1,4.0 ,157,39,20,706,1100.0,1447
10263,0,0,4.6 ,342,42,35,787,400.0,5047
10264,0,1,4.2 ,2626,42,20,514,1300.0,5047
10265,0,0,4.5 ,210,42,17,467,600.0,5047
10266,1,1,4.1 ,496,28,20,695,700.0,1685
10267,1,0,4.5 ,2668,42,33,955,500.0,5047
10268,1,1,4.2 ,589,42,13,389,800.0,1082
10269,1,0,4.6 ,1028,44,30,786,550.0,5047
10270,1,0,4.5 ,847,30,30,956,400.0,5047
10271,1,0,4.1 ,62,42,30,792,450.0,5047
10272,1,0,4.3 ,673,30,30,181,500.0,1583
10273,1,0,4.1 ,71,28,13,502,600.0,640
10274,1,0,4.5 ,360,42,33,776,300.0,2610
10275,0,0,4.3 ,464,42,30,958,400.0,5047
10276,1,0,4.1 ,147,42,13,452,1200.0,1926
10277,0,0,4.3 ,1904,42,30,767,400.0,5047
10278,1,1,4.2 ,1722,42,13,459,650.0,5047
10279,1,0,3.9 ,234,42,30,956,500.0,5047
10280,1,0,4.2 ,605,44,30,773,900.0,627
10281,1,0,4.2 ,184,42,30,773,350.0,762
10282,1,1,4.2 ,249,28,22,349,600.0,4897
10283,1,0,4.1 ,70,44,30,767,400.0,5010
10284,1,0,4.9 ,201,42,30,767,400.0,5047
10285,1,0,4.2 ,220,28,30,792,400.0,5047
10286,1,0,4.1 ,244,42,9,215,400.0,4462
10287,1,0,4.3 ,70,42,30,1676,250.0,5047
10288,1,0,4.2 ,449,44,30,773,300.0,1605
10290,0,0,3.9 ,144,44,68,1640,200.0,5047
10291,1,0,4.2 ,712,44,30,182,450.0,2942
10292,1,0,4.2 ,346,42,30,790,500.0,813
10293,0,0,4.1 ,77,44,45,956,300.0,5047
10296,1,0,4.0 ,189,44,2,188,500.0,2278
10297,1,0,4.1 ,216,42,9,221,200.0,3071
10298,1,0,4.1 ,37,44,35,787,500.0,5047
10299,1,0,3.9 ,242,28,30,789,500.0,5047
10300,1,0,3.9 ,72,3,30,767,350.0,596
10301,1,0,4.2 ,53,42,30,773,400.0,3469
10302,1,0,3.9 ,191,28,30,767,400.0,5047
10303,1,0,4.0 ,42,3,41,774,400.0,5047
10304,1,0,3.7 ,94,22,0,181,400.0,5047
10305,1,0,3.9 ,82,44,30,956,800.0,4475
10307,0,0,4.1 ,324,44,13,342,700.0,5047
10308,1,0,4.0 ,153,42,12,219,350.0,5047
10309,1,0,4.0 ,100,44,30,175,150.0,680
10310,1,0,3.9 ,155,28,41,427,400.0,5047
10311,0,0,3.9 ,43,42,9,224,200.0,5047
10315,0,0,4.0 ,94,3,72,181,800.0,5047
10319,0,0,3.8 ,69,3,14,351,700.0,5047
10324,1,0,3.9 ,107,3,30,956,400.0,538
10325,0,0,3.8 ,62,44,2,767,150.0,5047
10326,1,0,4.1 ,450,30,13,363,400.0,4247
10327,0,0,2.5 ,58,22,29,293,500.0,5047
10330,0,0,3.2 ,64,28,3,191,600.0,5047
10331,1,0,3.7 ,176,22,72,257,400.0,5047
10335,1,0,3.8 ,34,42,69,1117,250.0,3855
10336,0,0,3.7 ,45,28,30,181,200.0,5047
10346,1,0,4.1 ,95,28,0,181,500.0,3470
10371,0,0,3.8 ,38,42,30,952,400.0,5047
10383,0,0,3.7 ,49,44,32,773,400.0,5047
10385,1,0,3.8 ,75,40,69,1121,200.0,2967
10389,0,1,4.9,6375,0,20,813,1600.0,5047
10390,0,1,4.4,201,0,20,720,1300.0,5047
10391,1,1,4.2,3230,0,25,1156,1600.0,4415
10392,0,1,4.4,1149,0,21,1369,1100.0,5047
10393,1,1,4.5,799,0,20,716,800.0,1041
10394,1,1,4.5,1874,0,13,394,900.0,1820
10395,1,1,4.1,1541,0,20,1054,800.0,2388
10396,1,1,4.1,624,0,21,141,1500.0,1775
10397,1,0,4.1,1272,0,20,105,900.0,206
10398,1,0,4.0,827,0,20,1490,500.0,3824
10399,1,0,3.7,479,0,20,604,850.0,4766
10400,0,0,3.9,204,0,20,283,550.0,5047
10401,1,0,3.9,467,0,20,112,550.0,1244
10403,0,0,4.3,315,0,51,1059,300.0,5047
10404,1,1,4.1,2724,0,20,296,800.0,4369
10405,1,0,3.8,254,0,20,282,800.0,1290
10406,1,0,4.2,185,0,51,1209,300.0,5047
10409,1,0,3.9,420,0,20,112,800.0,3645
10410,1,0,3.9,363,0,20,1156,600.0,3903
10411,0,1,4.0,165,0,4,878,1100.0,5047
10412,1,0,4.1,464,0,13,344,500.0,4572
10413,1,0,3.7,115,0,20,565,550.0,4718
10415,1,0,3.7,135,0,20,1196,500.0,1561
10416,1,0,3.8,685,0,20,1599,400.0,4219
10417,1,0,3.9,255,0,20,50,500.0,1112
10420,1,0,4.1,295,0,20,250,700.0,5047
10421,1,0,3.0,102,0,20,1589,600.0,4714
10422,1,0,4.0,245,0,62,202,400.0,1861
10424,1,0,4.0,943,0,20,558,600.0,4797
10428,1,1,3.9,74,0,20,244,700.0,2092
10429,1,0,3.8,273,0,20,1310,900.0,2288
10432,1,0,3.9,68,0,20,1165,1000.0,3742
10433,1,0,3.9,214,0,20,1240,600.0,4389
10435,1,0,3.9,670,0,20,1156,500.0,4326
10436,1,0,3.6,218,0,20,286,600.0,4949
10437,1,0,3.5,221,0,70,1119,400.0,325
10439,1,0,3.6,71,0,62,1248,350.0,1183
10441,1,0,3.8,100,0,13,488,700.0,2516
10445,1,0,3.8,99,0,20,1589,350.0,3412
10447,0,0,4.4,76,0,20,290,600.0,5047
10453,1,0,3.5,735,0,20,47,600.0,1251
10454,0,0,2.9,84,0,20,1185,500.0,5047
10455,1,0,3.9,331,0,13,1195,200.0,2300
10457,1,0,3.8,117,0,20,1181,600.0,3589
10458,1,0,3.8,613,0,13,472,600.0,3454
10461,1,0,3.0,61,0,13,332,650.0,818
10462,1,0,3.6,41,0,13,401,600.0,3471
10463,0,0,4.0,147,0,13,436,400.0,5047
10465,1,0,3.8,337,0,20,65,800.0,941
10466,0,0,3.7,28,0,20,1196,500.0,5047
10469,1,0,2.7,73,0,20,565,600.0,1491
10470,1,0,3.1,140,0,20,1182,600.0,994
10480,0,0,4.0,372,0,20,1002,500.0,5047
10484,1,0,3.8,254,0,20,521,550.0,5047
10489,1,0,3.7,46,0,20,1196,600.0,3788
10498,0,0,4.0,115,0,20,762,1000.0,5047
10506,0,0,3.1,53,0,20,1251,600.0,5047
10507,0,0,3.6,61,0,13,332,500.0,5047
10513,1,0,3.9,438,0,20,197,650.0,3012
10514,0,0,3.7,41,0,20,282,450.0,5047
10529,0,0,3.7,112,0,20,550,500.0,5047
10531,1,0,3.8,208,0,19,366,650.0,5047
10532,1,1,3.9,487,0,13,710,700.0,3332
10533,0,0,3.8,63,0,13,332,500.0,5047
10535,1,0,4.0,113,0,12,1652,250.0,438
10536,1,0,2.8,62,0,20,1460,500.0,3821
10538,1,0,3.9,52,0,62,1589,300.0,5047
10542,1,0,3.9,88,0,62,967,1000.0,1795
10543,1,0,4.1,99,0,62,537,300.0,3770
10546,1,0,3.9,1189,0,62,1196,500.0,3583
10550,1,0,3.9,179,0,62,1461,250.0,4902
10551,1,0,4.2,465,0,62,1060,400.0,3701
10552,1,0,4.1,783,0,62,1597,300.0,2691
10553,0,0,4.0,137,0,62,1045,200.0,5047
10554,1,0,3.9,191,0,62,256,300.0,1559
10555,1,0,3.5,383,0,62,266,400.0,2013
10556,1,0,4.1,381,0,62,84,250.0,4063
10557,1,0,4.2,465,0,62,1179,300.0,1717
10558,1,0,3.9,348,0,62,322,400.0,2631
10559,1,0,4.1,521,0,62,1474,400.0,3130
10562,1,0,3.9,441,0,62,1190,500.0,1009
10567,1,0,4.0,199,0,62,1156,300.0,2785
10568,1,0,3.9,201,0,62,1451,300.0,2790
10571,1,0,4.0,113,0,62,591,400.0,161
10573,1,0,3.8,376,0,62,1204,500.0,1256
10577,1,0,4.0,84,0,62,856,400.0,3625
10579,0,0,4.0,160,0,68,1640,150.0,5047
10583,1,0,3.2,64,0,62,1268,250.0,4804
10586,1,0,3.9,879,0,62,1356,500.0,982
10587,1,0,4.1,128,0,62,1156,150.0,1921
10593,0,0,3.8,110,0,62,1644,200.0,5047
10594,1,0,3.9,183,0,62,868,250.0,4674
10595,1,0,3.9,201,0,62,84,300.0,2757
10598,1,0,3.4,46,0,62,1636,200.0,3832
10599,1,0,3.7,66,0,62,1563,300.0,5047
10601,1,0,2.8,178,0,62,1384,700.0,1426
10604,0,0,4.1,358,0,62,605,500.0,5047
10605,1,0,3.9,170,0,62,1063,300.0,3211
10606,0,0,3.7,126,0,62,1156,200.0,5047
10608,1,0,2.8,138,0,62,1451,300.0,5047
10611,1,0,3.9,56,0,62,235,300.0,4460
10618,1,0,3.7,195,0,62,1156,400.0,4904
10620,1,0,3.9,187,0,62,294,600.0,734
10622,1,0,3.5,177,0,62,203,500.0,2063
10623,1,0,3.9,124,0,62,1196,400.0,3148
10626,0,0,4.0,213,0,62,1439,500.0,5047
10630,1,0,3.0,96,0,62,1196,300.0,715
10633,1,0,3.6,59,0,62,322,500.0,5047
10634,0,0,3.8,58,0,62,1547,300.0,5047
10635,0,0,3.9,41,0,3,195,200.0,5047
10642,1,0,3.9,357,0,62,1196,400.0,4076
10643,1,0,3.3,334,0,62,282,400.0,2007
10645,0,0,3.8,87,0,62,817,250.0,5047
10646,1,0,3.8,60,0,62,203,300.0,178
10655,1,0,3.9,138,0,62,1327,300.0,5047
10660,1,0,3.1,40,0,62,1156,400.0,5047
10668,1,0,3.5,283,0,62,206,350.0,5047
10669,1,0,3.6,474,0,62,1235,450.0,4044
10671,1,0,2.9,42,0,62,1432,250.0,4520
10673,1,0,3.7,61,0,62,871,450.0,4242
10700,1,0,3.7,184,0,62,858,400.0,1137
10712,0,0,3.0,67,0,62,1589,300.0,5047
10713,0,0,2.4,221,0,62,1156,550.0,5047
10743,1,0,2.6,473,0,62,1002,600.0,5047
10758,0,0,4.0,40,0,9,210,400.0,5047
10761,0,0,3.5,42,0,62,1287,400.0,5047
10763,0,0,2.7,76,0,62,1196,500.0,5047
10764,0,0,2.6,75,0,62,1438,400.0,5047
10780,0,0,3.6,34,0,62,1002,650.0,5047
10784,0,0,2.8,60,0,62,1333,250.0,5047
10833,1,0,3.4,147,0,62,1046,400.0,5047
10836,1,0,3.1,89,0,62,1374,350.0,5047
10837,1,0,3.7,178,0,62,1196,400.0,2834
10844,1,0,2.9,177,0,62,1196,300.0,3206
10850,1,0,2.9,127,0,62,565,300.0,552
10852,1,0,2.9,257,0,62,1156,250.0,5047
10854,1,1,4.0,150,39,20,706,1100.0,5047
10855,0,0,4.2,221,39,13,506,200.0,5047
10856,1,0,4.1,60,39,13,451,600.0,5047
10860,0,0,4.7,14654,42,16,338,900.0,5047
10861,0,1,4.7,10413,42,21,1323,1400.0,5047
10862,1,0,4.6,4650,44,46,32,1500.0,1532
10863,0,1,4.4,1533,42,54,1128,2000.0,5047
10864,0,1,4.5,3902,42,60,889,1000.0,5047
10865,0,1,4.5,2225,44,21,1124,1100.0,5047
10866,1,1,4.5,3125,42,21,1233,1500.0,1573
10869,0,1,4.2,1721,42,20,637,1200.0,5047
10870,1,1,4.4,2493,3,57,1343,900.0,5047
10871,0,1,4.7,3852,28,20,1325,1600.0,5047
10872,1,1,4.5,3458,42,20,1400,1300.0,5047
10873,0,1,4.5,2540,42,5,725,1300.0,5047
10874,0,0,4.3,2349,42,57,886,1400.0,5047
10875,0,0,4.5,3826,42,13,469,800.0,5047
10876,1,1,4.4,3870,42,25,713,1600.0,493
10877,0,1,4.5,6348,44,5,1107,1600.0,5047
10878,0,1,4.3,1520,42,20,1133,700.0,5047
10879,1,1,4.9,2178,42,21,134,1500.0,4956
10881,1,1,4.4,4315,28,52,625,1600.0,2353
10882,0,0,4.7,3197,42,16,522,750.0,5047
10883,1,1,4.2,2616,42,20,514,1300.0,5047
10884,0,1,4.7,4845,42,20,965,1500.0,5047
10885,0,1,4.1,2456,28,20,1493,1000.0,5047
10886,0,1,4.8,4390,42,4,643,1000.0,5047
10887,0,1,4.6,319,28,20,1436,1300.0,5047
10888,1,1,4.4,455,44,21,1156,1500.0,5047
10889,0,1,4.4,110,42,46,1471,1500.0,5047
10890,0,1,4.6,866,41,54,687,1400.0,5047
10891,0,1,4.6,4947,42,26,803,1800.0,5047
10892,1,0,4.3,3447,44,20,1156,600.0,5047
10893,0,1,4.5,1932,42,54,630,1400.0,5047
10894,0,0,4.0,2729,42,13,400,1300.0,5047
10895,1,0,4.4,7210,42,20,304,600.0,657
10896,0,1,4.2,1214,28,20,1490,1200.0,5047
10897,0,1,4.3,1201,28,5,803,1500.0,5047
10898,1,1,4.4,3667,42,20,606,1400.0,3005
10899,0,1,4.4,1213,41,53,35,1200.0,5047
10900,0,1,3.9,1771,28,4,899,1300.0,5047
10901,1,1,4.5,710,44,20,1009,1500.0,805
10902,0,1,4.1,782,40,20,1375,1500.0,5047
10904,0,1,4.1,1786,42,20,14,1000.0,5047
10905,0,1,4.3,956,3,21,1417,1000.0,5047
10906,0,1,4.0,2151,42,46,627,1000.0,5047
10907,0,0,4.4,159,42,17,467,600.0,5047
10908,1,0,3.9,682,30,20,1389,650.0,1363
10909,0,1,4.5,678,42,20,603,1400.0,5047
10910,0,0,4.3,2296,42,20,65,800.0,5047
10911,1,1,4.3,2563,42,4,688,1200.0,4820
10912,1,0,4.4,1944,30,20,238,800.0,2838
10913,1,1,4.1,1078,30,20,1196,1000.0,5047
10915,1,1,4.4,1851,43,20,521,1100.0,5047
10916,1,1,4.4,677,44,20,1381,1500.0,1856
10917,1,1,4.1,1697,42,20,1196,1200.0,4588
10918,1,1,4.2,1365,44,21,123,1400.0,3586
10919,0,0,3.8,1159,42,20,50,650.0,5047
10920,1,0,4.3,1587,42,20,152,550.0,4846
10921,1,1,4.0,1851,43,20,1156,600.0,5047
10922,0,1,4.3,2241,42,20,609,1100.0,5047
10923,1,1,4.1,454,28,20,695,700.0,1686
10924,1,1,4.2,541,42,26,1265,1000.0,3047
10925,0,1,4.3,1463,42,13,406,800.0,5047
10927,1,0,3.8,120,22,20,301,600.0,3341
10928,1,1,4.3,1800,42,22,660,900.0,4534
10929,1,0,4.1,6875,42,20,1402,750.0,4364
10930,0,0,4.1,435,42,20,1209,500.0,5047
10931,1,1,4.4,383,42,21,1108,1500.0,1731
10932,1,1,4.4,197,42,13,498,800.0,615
10933,0,0,4.5,729,42,20,1109,1200.0,5047
10934,0,0,4.0,335,30,20,1173,550.0,5047
10935,1,0,4.4,939,42,13,435,900.0,4068
10937,1,1,4.2,468,42,13,389,800.0,3107
10938,1,0,4.7,1022,44,17,431,550.0,5047
10940,1,1,4.1,587,28,21,688,1200.0,3042
10941,0,1,4.4,464,41,13,403,800.0,5047
10942,1,0,4.1,956,28,20,1613,600.0,68
10943,0,1,4.5,546,42,13,412,900.0,5047
10945,1,0,4.2,532,42,20,600,600.0,5047
10946,1,0,4.3,336,42,20,555,800.0,1398
10947,1,0,4.1,1555,42,20,109,750.0,3351
10949,0,0,3.9,1155,41,20,517,650.0,5047
10951,1,1,4.1,1774,42,57,881,1200.0,1515
10952,0,1,4.1,770,41,21,50,800.0,5047
10953,1,0,4.0,181,28,20,1214,550.0,3676
10954,0,1,4.1,759,40,4,1196,1200.0,5047
10955,1,0,4.6,406,3,20,0,1000.0,5047
10956,1,1,4.2,2709,40,13,404,1000.0,4142
10957,1,1,4.0,1509,40,13,383,900.0,5047
10958,1,0,3.9,1138,42,20,1352,500.0,5047
10959,0,1,4.2,1192,28,26,979,1200.0,5047
10960,1,0,4.1,1112,42,20,289,750.0,4394
10961,1,1,4.0,792,44,20,1156,900.0,5047
10962,1,0,4.0,957,44,20,1669,500.0,5047
10963,1,0,4.0,313,42,20,610,800.0,5047
10964,1,1,3.9,484,42,20,1427,700.0,5047
10966,1,1,4.1,1336,22,20,1375,800.0,2973
10967,0,1,4.4,320,42,20,1067,1200.0,5047
10968,1,1,4.2,869,42,13,339,600.0,963
10970,1,0,4.2,1059,42,13,394,800.0,5047
10971,0,0,4.1,674,42,20,1589,650.0,5047
10973,1,1,4.1,218,42,20,1239,600.0,2217
10974,1,1,4.2,1430,28,20,64,800.0,1294
10975,1,0,3.9,778,42,20,266,750.0,5047
10976,1,0,3.8,658,42,20,616,500.0,5047
10977,1,0,4.1,137,42,13,452,1200.0,5047
10978,1,0,4.1,306,44,13,414,600.0,5047
10980,0,1,4.1,1235,42,49,632,1500.0,5047
10981,1,0,3.8,208,3,20,237,700.0,946
10982,1,1,4.1,400,42,15,422,1200.0,1722
10983,0,1,4.1,466,28,20,1064,700.0,5047
10984,1,0,4.0,510,44,20,562,750.0,5047
10985,0,0,3.9,737,43,5,15,1400.0,5047
10986,0,1,3.9,144,42,58,902,1000.0,5047
10987,1,0,4.1,588,28,20,558,700.0,5047
10988,1,1,4.2,1692,42,13,459,650.0,5047
10991,1,0,4.0,1308,28,20,625,750.0,5047
10992,1,1,4.0,790,28,20,696,1300.0,3451
10993,1,1,4.0,1014,28,58,882,1300.0,1247
10994,1,1,4.2,344,42,20,1156,500.0,5047
10995,1,1,4.1,1027,3,20,1156,1000.0,5047
10996,1,0,4.0,508,28,19,460,1000.0,5047
10997,1,1,4.0,235,42,20,1141,800.0,4277
10998,0,1,4.1,446,44,20,1156,650.0,5047
